Name,Brand,Price,Image_url,Product_url
Navy Super Skinny Fit Two Button Suit: Jacket,,"[{'Date': 'January 2020', 'Price': '£56.00'}, {'Date': 'June 2020', 'Price': '£28.00'}, {'Date': 'August 2020', 'Price': '£15.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/940568.jpg,
Stone Perforated Tassel Loafers,,"[{'Date': 'February 2020', 'Price': '£48.00'}, {'Date': 'September 2020', 'Price': '£19.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/214186.jpg,
Navy Regular Fit Linen Blend Grandad Collar Stripe Short Sleeve Shirt,,"[{'Date': 'February 2020', 'Price': '£25.00'}, {'Date': 'September 2020', 'Price': '£8.00 - £11.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/877441.jpg,
Blue Regular Fit Print Short Sleeve Shirt,,"[{'Date': 'February 2020', 'Price': '£25.00'}, {'Date': 'September 2020', 'Price': '£6.00 - £8.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/103578.jpg,
White/Blue Floral Printed Stretch Regular Fit Signature Button Down Shirt,,"[{'Date': 'February 2020', 'Price': '£38.00'}, {'Date': 'September 2020', 'Price': '£17.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/766663.jpg,
Check Trousers,,,https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/265043.jpg,
Blue Slim Fit Light Stretch Jeans,,,https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/939491.jpg,
Textured Longsleeve Polo,,,https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/852535.jpg,
Navy Vertical Stripe Knitted T-Shirt,,"[{'Date': 'February 2020', 'Price': '£26.00'}, {'Date': 'September 2020', 'Price': '£11.50'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/702077.jpg,
Lilac Regular Fit Single Cuff Contrast Trim Shirt And Pocket Square Set,,"[{'Date': 'February 2020', 'Price': '£26.00'}, {'Date': 'September 2020', 'Price': '£11.50'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/861493.jpg,
Black Slim Fit Stripe Suit: Trousers,,"[{'Date': 'February 2020', 'Price': '£45.00'}, {'Date': 'September 2020', 'Price': '£18.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/765217.jpg,
Red Slim Fit Printed Velvet Tuxedo Jacket,,"[{'Date': 'January 2020', 'Price': '£90.00'}, {'Date': 'June 2020', 'Price': '£45.00'}, {'Date': 'July 2020', 'Price': '£30.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/649952.jpg,
Navy Regular Fit Marzotto Signature Check Suit: Jacket,,"[{'Date': 'February 2020', 'Price': '£140.00'}, {'Date': 'September 2020', 'Price': '£42.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/637655.jpg,
Red Regular Fit Linen Stripe Short Sleeve Grandad Collar Shirt,,"[{'Date': 'February 2020', 'Price': '£30.00'}, {'Date': 'September 2020', 'Price': '£7.00 - £12.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/722781.jpg,
Tailored Fit Grey Suit Jacket,,,https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/101565.jpg,
Grey Trouser,,,https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/107118.jpg,
BURBERRY Mr. Burberry Eau De Toilette 100ml,,"[{'Date': 'June 2019', 'Price': '£65.00'}, {'Date': 'September 2020', 'Price': '£51.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/L94965.jpg,
Black Wool Rich Peacoat,,"[{'Date': 'July 2019', 'Price': '£99.00'}, {'Date': 'March 2020', 'Price': '£29.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/314055.jpg,
White/Red Regular Fit Single Cuff Floral Printed Signature Shirt,,"[{'Date': 'February 2020', 'Price': '£34.00'}, {'Date': 'September 2020', 'Price': '£13.50'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/811059.jpg,
Stone Slim Fit Garment Dyed Jeans With Stretch,,"[{'Date': 'February 2020', 'Price': '£28.00'}, {'Date': 'September 2020', 'Price': '£12.50'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/282376.jpg,
Navy Nova Fides Wool Blend Waistcoat,,"[{'Date': 'February 2020', 'Price': '£69.00'}, {'Date': 'September 2020', 'Price': '£22.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/650985.jpg,
